opis_id,name,address,city,state,retail_price,latitude,longitude
52622,STRIPES 7FLEET #42567,I-20,Stanton,TX,3.01566666,32.140000,-101.809900
52623,TA WILLINGTON TRAVEL CENTER,"I-84, EXIT 71",Willington,CT,5.199,41.896600,-72.262200
52624,PILOT TRAVEL CENTERS #390,"I-84, EXIT 188 & US-395",Stanfield,OR,3.469,45.786000,-119.211600
52625,FLYING J TRAVEL PLAZA #673,"I-44, EXIT 226 & SR-85",Sullivan,MO,3.324,38.230700,-91.156700
52626,FLYING J TRAVEL PLAZA #627,"I-95/SR-405, EXIT 29 & US-82/US-17/SR-25/SR-520",Brunswick,GA,3.39566666,31.210400,-81.509100
52628,One9 Pride #1215,"I-10, EXIT 45",Salome,AZ,3.379,33.748100,-113.571500
52628,Pride Travel Center dba One9 #1215,"I-10, EXIT 45",Salome,AZ,3.359,33.748100,-113.571500
52629,LOVES TRAVEL STOPS #413,"I-90, EXIT 106 & US-97",Ellensburg,WA,3.889,46.999600,-120.516300
52629,LOVES TRAVEL STOP #413,"I-90, EXIT 106 & US-97",Ellensburg,WA,3.829,46.999600,-120.516300
52629,LOVES TRAVEL STOP #413,"I-90, EXIT 106 & US-97",Ellensburg,WA,3.949,46.999600,-120.516300
52629,LOVES TRAVEL STOP #413,"I-90, EXIT 106 & US-97",Ellensburg,WA,3.889,46.999600,-120.516300
52630,PILOT TRAVEL CENTERS #386,"I-5, EXIT 263",Salem,OR,3.859,44.943936,-123.009464
52632,LOVES TRAVEL STOP #451,"I-65, EXIT 95 & CR-500",Whiteland,IN,3.949,39.561100,-86.072300
52633,PILOT TRAVEL CENTERS #57,"I-40 & I-85, EXIT 152",Mebane,NC,3.959,36.097900,-79.271900
52634,PETRO STOPPING CENTER #362,"I-80, EXIT 353",York,NE,3.299,40.866700,-97.582500
52635,E EXPRESS at MLK,"I-40 & I-35, EXIT 127",Oklahoma City,OK,2.889,35.494951,-97.488642
52636,LOVES TRAVEL STOP #414,"I-64, EXIT 25B & US-41",Haubstadt,IN,3.949,38.189500,-87.579800
52638,STRIPES 7FLEET #42555,"I-20, EXIT 80 & SR-18",Monahans,TX,2.929,31.581300,-102.900300
52640,SPEEDWAY #8316,US-30 & US-41,Dyer,IN,3.649,41.492000,-87.510800
52641,PILOT TRAVEL CENTERS #71,"I-95, EXIT 109",Port Wentworth,GA,3.37233333,32.149100,-81.163200
52641,PILOT TRAVEL CENTER #71,"I-95, EXIT 109",Port Wentworth,GA,3.419,32.149100,-81.163200
52642,One9 #61,"I-26, EXIT 52 & SR-56",Clinton,SC,3.099,34.470700,-81.877200
52643,Minit Mart #3,HIGHWAY 277 & FM 1589,Eagle Pass,TX,3.199,28.690900,-100.480100
52644,ONE9 #058,"I-95, EXIT 180 & SR-48",Pleasant Hill,NC,3.399,36.521200,-77.519200
52646,FLYING J TRAVEL PLAZA #619,"I-70, EXIT 285",Aurora,CO,3.39233333,39.709118,-104.705965
52647,FLYING J TRAVEL PLAZA #699,"I-70, EXIT 122",Millersport,OH,3.44566666,39.899300,-82.528300
52648,Stripes #42566,US-67 & SR-158,Ballinger,TX,3.05566666,31.746800,-99.958900
52649,FLYING J TRAVEL PLAZA #623,"I-10, EXIT 192 & US-90",Midway,FL,3.799,30.485000,-84.476800
52651,TA NEW BRAUNFELS TRAVEL CENTER,"I-35, EXIT 193",New Braunfels,TX,3.449,29.721350,-98.130375
52652,PILOT TRAVEL CENTERS #47,"I-275, EXIT 129",Georgetown,KY,3.20566666,38.211700,-84.556200
52656,TRAVELING TIGER CENTER,"I-10, EXIT 87",Sierra Blanca,TX,3.15566666,31.193800,-105.321900
52658,LOVES TRAVEL STOP #274,"I-40, EXIT 221 & SR-27",Okemah,OK,3.35566666,35.464700,-96.328700
52659,LOVES TRAVEL STOP #276,"I-10, EXIT 20",Lordsburg,NM,3.45733333,32.316000,-108.723000
52661,LOVES TRAVEL STOP #281,"I-35 WEST, EXIT 40",Fort Worth,TX,3.18733333,32.760220,-97.314932
52663,EXXON,"I-20/I-59, EXIT 17 & SR-28",Livingston,AL,2.979,32.584300,-88.187200
52664,PETRO STOPPING CENTER #378,I-81 EXIT 178B,Pittston,PA,4.16566666,41.340033,-75.785033
52667,EXPRESS LANE TRAVEL CENTER,"I-20, EXIT 100 & US-80",Lawrence,MS,3.299,32.287600,-89.272400
52669,COLUMBIA TRUCK STOP,US-46,Columbia,NJ,3.079,40.938800,-75.055000
52674,FLYING J TRAVEL PLAZA #738,"I-20/FM707, EXIT 277",Tye,TX,3.124,32.447700,-99.868400
52675,PILOT TRAVEL CENTER #907- TOWN PUMP,"I-94, EXIT 138",Miles City,MT,3.499,46.407500,-105.833200
52676,PILOT TRAVEL CENTERS #336,"I-80, EXIT 97 & US-219",Du Bois,PA,4.034,41.126000,-78.752700
52678,STRIPES 7FLEET #42433,US-277,Bronte,TX,3.474,31.878900,-100.298800
52679,LOVES TRAVEL STOP #404,"I-295, EXIT 56 & I-95, EXIT 7",Bordentown,NJ,3.979,40.143100,-74.703200
52680,PILOT TRAVEL CENTER #91,"I-95, EXIT 329",Saint Johns,FL,3.424,30.081500,-81.547700
52680,PILOT TRAVEL CENTERS #91,"I-95, EXIT 329",Saint Johns,FL,3.499,30.081500,-81.547700
52683,PILOT TRAVEL CENTER #145,"I-40/US-71/US-62, EXIT 72 AND US-412",Springdale,AR,3.463,36.178575,-94.125325
52683,PILOT TRAVEL CENTERS #145,"I-40/US-71/US-62, EXIT 72 AND US-412",Springdale,AR,3.459,36.178575,-94.125325
52684,KWIK STAR #348,US-30/US-67,Clinton,IA,3.624,41.846275,-90.193425
52685,LOVES TRAVEL STOP #275,"I-40/US-63, EXIT 233 & SR-261",Palestine,AR,3.31566666,34.966300,-90.904900
52686,LOVES TRAVEL STOP #278,"I-40, EXIT 277",Joseph City,AZ,3.60733333,34.981400,-110.337300
52687,LOVES TRAVEL STOP #286,"I-10, EXIT 17",Quartzsite,AZ,3.949,33.698050,-114.216050
52690,LOVES TRAVEL STOP #415,"I-95 & OKEECHOBEE RD, EXIT 129",Fort Pierce,FL,3.50566666,27.427991,-80.371118
52691,PILOT TRAVEL CENTERS #312,"I-20/SR-402, EXIT 5 & SR-100",Tallapoosa,GA,3.449,33.760200,-85.300000
52691,PILOT TRAVEL CENTER #312,"I-20/SR-402, EXIT 5 & SR-100",Tallapoosa,GA,3.389,33.760200,-85.300000
52692,PILOT TRAVEL CENTER #249,"I-70/I-55, EXIT 18 & SR-162",Troy,IL,3.699,38.724300,-89.870800
52692,PILOT TRAVEL CENTERS #249,"I-70/I-55, EXIT 18 & SR-162",Troy,IL,3.439,38.724300,-89.870800
52692,PILOT TRAVEL CENTERS #249,"I-70/I-55, EXIT 18 & SR-162",Troy,IL,3.439,38.724300,-89.870800
52692,PILOT TRAVEL CENTERS #249,"I-70/I-55, EXIT 18 & SR-162",Troy,IL,3.439,38.724300,-89.870800
52692,PILOT TRAVEL CENTER #249,"I-70/I-55, EXIT 18 & SR-162",Troy,IL,3.379,38.724300,-89.870800
52692,PILOT TRAVEL CENTER #249,"I-70/I-55, EXIT 18 & SR-162",Troy,IL,3.579,38.724300,-89.870800
52697,FLYING J TRAVEL PLAZA #747,"I-15, EXIT 261",Springville,UT,3.76566666,40.162500,-111.598700
60084,SUNSTOP #625,US-84,Ashford,AL,3.599,31.188800,-85.253500
60106,SUNSTOP #619,US-84,Daleville,AL,3.399,31.281100,-85.730500
60114,SUNSTOP #606,US-84/SR-167,Enterprise,AL,3.699,31.319300,-85.872850
60136,HOBO PANTRY #18,US-431,Headland,AL,3.599,31.353400,-85.332300
60145,OCS QUICK STOP,US-43/SR-13,Mount Vernon,AL,3.699,31.097400,-88.035000
60147,HOP-IN FOOD STORES,US-82 & SR-22,Maplesville,AL,3.399,32.804500,-86.871700
60191,PILOT #1180,"I-10, EXIT 94",Tonopah,AZ,3.899,33.422800,-112.952800
60191,PILOT TRAVEL CENTER #1180,"I-10, EXIT 94",Tonopah,AZ,3.899,33.422800,-112.952800
60206,TA EXPRESS #649,"I-25, EXIT 52",Walsenburg,CO,4.259,37.646500,-104.779800
60208,BERKSHIRE PETROLEUM,"I-91, EXIT 9",North Haven,CT,3.549,41.382200,-72.858500
60220,ZELLWOOD TRUCK STOP,US-441,Zellwood,FL,3.499,28.719400,-81.576200
60224,SUNSTOP #419,US-19,Camilla,GA,3.499,31.219900,-84.229700
60226,CIRCLE K #2723903,US-82 & SR-520,Dawson,GA,3.499,31.770300,-84.523800
60229,96 TRAVEL PLAZA,"I-16, EXIT 24",Jeffersonville,GA,3.399,32.741100,-83.385900
60230,CIRCLE K #2745152,US-19,Pelham,GA,3.499,31.127200,-84.156400
60242,KWIK STAR #711,US-18/US-52,Monona,IA,3.624,43.034000,-91.393400
60243,PETRO MART,"I-29, EXIT 112",Onawa,IA,3.15733333,42.037000,-96.107200
60245,STINKER #74,"I-84, EXIT 137",Bliss,ID,3.634,42.944900,-114.910400
60248,METRO,"I-95, EXIT 12",Avenel,NJ,3.299,40.582600,-74.278500
60250,ELIZABETH TRUCK STOP,"I-95, EXIT 13A & SR-81",Elizabethport,NJ,3.399,40.650100,-74.187100
60255,HUCKS FOOD & FUEL #186,US-51/CR-1450 & US-136,Heyworth,IL,3.479,40.330700,-88.977600
60255,HUCKS FOOD & FUEL #186,US-51/CR-1450 & US-136,Heyworth,IL,3.549,40.330700,-88.977600
60256,BOLLA MARKET,"I-84, EXIT 1",Montague,NJ,3.519,41.302300,-74.754000
60270,CHUCKLES #27,SR-57,Washington,IN,3.339,38.653600,-87.170700
60273,24-7,"I-70, EXIT 53 & SR-25",Colby,KS,3.05566666,39.383000,-101.044200
60280,JUMP START #9,"I-35, EXIT 4",South Haven,KS,3.069,37.050000,-97.404200
60282,CRVS #7,SR-96 & SR-27,Tribune,KS,3.399,38.496200,-101.765600
60294,LITTLE CAPITOL EXXON,"I-10, EXIT 115",Breaux Bridge,LA,3.899,30.294800,-91.829600
60295,EXIT 80 TRAVEL PLAZA,"I-10, EXIT 80",Crowley,LA,3.109,30.221600,-92.339750
60298,BEAU CHENE TRUCK STOP,"I-49, EXIT 11",Grand Coteau,LA,3.399,30.420100,-92.046200
60313,WHITE MARSH TRUCK STOP,US-40,White Marsh,MD,3.369,39.392300,-76.413200
60316,CIRCLE K #4707001,"I-95, EXIT 264 & SR-158",Sherman,ME,3.93233333,45.873100,-68.384700
60324,FUEL MART OF AMERICA,"I-75, EXIT 59",Detroit,MI,3.499,42.334304,-83.099896
60326,SUNRISE CONVENIENCE STORE #29,"I-69, EXIT 184",Memphis,MI,3.559,42.941000,-82.804600
60326,SUNRISE CONVENIENCE STORE #29,"I-69, EXIT 184",Memphis,MI,3.499,42.941000,-82.804600
60328,SPEEDWAY #8748,"I-69, EXIT 6",Flint,MI,3.339,43.013953,-83.720471
60329,CHARLIES COUNTRY CORNER,"I-75, EXIT 271",Grayling,MI,3.899,44.677000,-84.650850
60329,CHARLIES COUNTRY CORNER,"I-75, EXIT 271",Grayling,MI,3.799,44.677000,-84.650850
60333,LAKESHORE BP,US-2,Manistique,MI,3.499,46.006200,-86.255500
60341,SNAPPY FOOD MART,ST 60,Tekonsha,MI,3.589,42.086300,-84.992600
60342,True North #254,US-31 & SR-37,Traverse City,MI,3.789,44.772375,-85.611775
60342,True North #254,US-31 & SR-37,Traverse City,MI,3.729,44.772375,-85.611775
60344,DORR TRUCK STOP,"US-131, EXIT 68",Wayland,MI,3.499,42.664300,-85.619100
60347,KWIK TRIP #875,"I-90, EXIT 157, BRIDGE ST ENTRANCE",Albert Lea,MN,3.324,43.653700,-93.370700
60358,PETRO SERVE USA #54,US-10,Glyndon,MN,3.449,46.882000,-96.558300
60372,FLYING W CONVENIENCE STORE,SR-96,Carthage,MO,3.199,37.159700,-94.311200
60373,FLYING J #571,"I-57, EXIT 12 & US-60",Charleston,MO,3.559,36.921300,-89.334200
60374,PILOT TRAVEL CENTERS #385,US-54 & SR-13,Collins,MO,3.49566666,37.881000,-93.660800
60379,FAST LANE #50,US-54/SR-19,Laddonia,MO,3.15733333,39.242500,-91.645400
60380,AMOCO,US-63/US-136,Lancaster,MO,3.249,40.525300,-92.526400
60382,WINDSTARS #5101,"I-435, EXIT 57",Kansas City,MO,3.099,39.117442,-94.567246
60383,CASEYS #4399,"I-70, EXIT 175",New Florence,MO,2.949,38.902300,-91.490900
60392,Kangaroo Crossing #1107,"I-20, EXIT 68 & SR-43",Pelahatchie,MS,3.199,32.318000,-89.791300
60398,TOWN PUMP FOOD STORE #610,"I-90, EXIT 333",Livingston,MT,3.644,45.654600,-110.560900
60400,CAN AM C STORE,SR-16,Plentywood,MT,3.499,48.778800,-104.560000
60416,MINUTEMAN FOOD MART #20,US-74 & US-76,Whiteville,NC,3.46066666,34.324100,-78.716000
60420,PUMP & PANTRY #35,US-183,Alma,NE,3.459,40.118900,-99.360100
60426,BONS BONS MOBIL,US-3,Merrimack,NH,3.699,42.866700,-71.512800
60434,ENRITE,US-9,Linden,NJ,3.34233333,40.635400,-74.255600
60442,Circle K #4706716,SR-71 & SR-47,Yorkville,IL,3.799,41.638700,-88.443800
60442,Circle K #4706716,SR-71 & SR-47,Yorkville,IL,3.499,41.638700,-88.443800
60442,Circle K #4706716,SR-71 & SR-47,Yorkville,IL,3.599,41.638700,-88.443800
60460,HAHN OIL,US-36,Coshocton,OH,3.299,40.275400,-81.866000
60461,TRUE NORTH #704,"I-75, EXIT 56A",Dayton,OH,3.799,39.746584,-84.199540
60463,Anna Truck Stop,"I-75, EXIT 99",Anna,OH,3.01566666,40.405100,-84.210300
60465,MOTOMART #4129,ST 309,Marion,OH,3.34233333,40.602100,-83.098200
60471,FUEL MART #701,"I-480/I-271, EXIT 23 & SR-8",Bedford,OH,3.529,41.392100,-81.523200
60473,BELL STORES #50,ST 3,Wooster,OH,3.599,40.809400,-81.948300
60476,PETES #11,US-75,Dewey,OK,3.154,36.801300,-95.934500
60508,FEGLEY VALERO,SR-309,Tamaqua,PA,3.599,40.798300,-75.973500
60513,CIRCLE K #2723873,US-17,Georgetown,SC,2.899,33.417250,-79.274950
60515,FLASH MARKET #302,SR-9 & SR-151,Pageland,SC,3.38566666,34.772200,-80.396600
60516,ENMARKET #892,"I-95, EXIT 150",Harleyville,SC,3.399,33.220500,-80.450100
60519,CORNER PANTRY #25,US-14,Huron,SD,3.079,44.361150,-98.215300
60538,TEXACO #380031,ST 21W,Bryan,TX,3.399,30.685714,-96.367071
60539,SHELL,US-96 & SR-62/FM-1004,Buna,TX,3.10233333,30.413200,-93.991300
60540,CIRCLE K #2706340,"I-20, EXIT 533",Canton,TX,2.77566666,32.514300,-95.904700
60551,CIRCLE K #2744522,"I-30, EXIT 201  I-30 & SR-8",New Boston,TX,2.94233333,33.461900,-94.437500
60554,CEFCO #2070,"I-27, EXIT 49",Plainview,TX,2.83233333,34.132550,-101.776450
60565,CEFCO #2006,"I-40, EXIT 163",Shamrock,TX,3.099,35.214200,-100.249000
60579,SPEEDWAY #4633,US-220/US-221/US-460,Roanoke,VA,3.399,37.283661,-79.951644
60587,BJS AUTO TRUCK PLAZA,SR-28,Rock Island,WA,4.099,47.370600,-120.137800
60587,BJS AUTO TRUCK PLAZA,SR-28,Rock Island,WA,3.999,47.370600,-120.137800
60589,RIVER COUNTRY PLAZA,"SR-29, EXIT 91",Cadott,WI,3.39733333,44.963000,-91.169900
60590,DARLINGTON MINI MART,SR-23 & SR-81,Darlington,WI,3.399,42.687800,-90.110600
60601,HOLIDAY STATIONSTORE #2746229,US-53/US-2,Superior,WI,3.339,46.701600,-92.091200
60635,EXXON ON THE RUN,US-62/US-412 & SR-126,Gassville,AR,3.695,36.317500,-92.473600
60650,SHELL DBA ONE9 #1244,"I-8, EXIT 115",Gila Bend,AZ,3.259,32.930600,-112.746800
60650,ONE9 #1244,"I-8, EXIT 115",Gila Bend,AZ,3.359,32.930600,-112.746800
60700,PWI #502,"I-70/US-40, EXIT 259",Golden,CO,3.199,39.707800,-105.229750
60707,REATA TRAVEL STOP,"I-76, EXIT 125",Sterling,CO,3.399,40.630600,-103.221200
60708,CRVS STORE #6,US-385,Wray,CO,3.449,40.068500,-102.393000
60762,BP,US-1 & US-341,Baxley,GA,3.599,31.781000,-82.348550
60768,GAS N GO FOOD STORE,"I-75, EXIT 290/US-41",Cartersville,GA,2.94233333,34.197450,-84.793850
60773,NEIGHBORS EXPRESS,US-341/SR-27 & US-129 ALT/SR-340,Hawkinsville,GA,3.399,32.277800,-83.494800
60779,Marathon,US-129,Eatonton,GA,3.399,33.321550,-83.369900
60781,JP PERRY,"I-75, EXIT 138",Perry,GA,3.08233333,32.460500,-83.728300
60783,CIRCLE K #2723324,US-441/US-23/SR-15 & SR-17A/SR-385,Clarkesville,GA,3.439,34.645000,-83.524300
60787,MARATHON,"I-20, EXIT 11",Lithia Springs,GA,2.87233333,33.765500,-84.646900
60788,SPRINT FOODS #722,US-1/SR-4/SR-17 & SR-24,Louisville,GA,4.099,33.016300,-82.383600
60791,MARATHON #9,"I-475, EXIT 1",Macon,GA,3.039,32.818930,-83.665100
60795,CIRCLE K #2745080,US-319/US-129/SR-90/SR-11,Ocilla,GA,3.62566666,31.592900,-83.256500
60797,EVANS FOOD MART,SR-20,Rome,GA,3.699,34.298300,-85.210160
60804,JET FOOD STORE #4,US-1 & SR-78,Wadley,GA,3.41566666,32.874700,-82.402500
60807,BATAVIA GARDENS AND GAS,"US-34, EXIT 203",Batavia,IA,3.379,40.990500,-92.143100
60817,KWIK STAR #712,US-218 & SR-27,Janesville,IA,3.599,42.646500,-92.479100
60822,CASEYS #3639,US-18/US-52,Postville,IA,3.599,43.003600,-91.547800
60829,BARRY TRAVEL PLAZA,"I-72, EXIT 20",Barry,IL,3.599,39.704700,-91.026500
60833,SPEEDWAY #5400,CR-11 & CR-23,Bloomingdale,IL,3.759,41.894000,-88.083450
60834,SPEEDWAY #7422,SR-43,Burbank,IL,3.619,41.744700,-87.769900
60839,FREEDOM OIL #18,"I-74, EXIT 82",Edwards,IL,3.499,40.779000,-89.723000
60839,FREEDOM OIL #18,"I-74, EXIT 82",Edwards,IL,3.399,40.779000,-89.723000
60839,FREEDOM OIL #18,"I-74, EXIT 82",Edwards,IL,3.899,40.779000,-89.723000
60846,EXPRESS LANE #50,"I-88, EXIT 10",Hillsdale,IL,3.699,41.592900,-90.226300
60846,EXPRESS LANE #50,"I-88, EXIT 10",Hillsdale,IL,3.999,41.592900,-90.226300
60846,EXPRESS LANE #50,"I-88, EXIT 10",Hillsdale,IL,3.799,41.592900,-90.226300
60851,SPEEDWAY #7382,I-355 & SR-64,Lombard,IL,3.249,41.872100,-88.016000
60851,SPEEDWAY #7382,I-355 & SR-64,Lombard,IL,3.349,41.872100,-88.016000
60851,SPEEDWAY #7382,I-355 & SR-64,Lombard,IL,3.299,41.872100,-88.016000
60857,RED ROOSTER TERMINAL,US-50/SR-250 & SR-130,Olney,IL,3.189,38.733400,-88.080900
60857,RED ROOSTER TERMINAL,US-50/SR-250 & SR-130,Olney,IL,3.249,38.733400,-88.080900
60857,RED ROOSTER TERMINAL,US-50/SR-250 & SR-130,Olney,IL,3.399,38.733400,-88.080900
60857,RED ROOSTER TERMINAL,US-50/SR-250 & SR-130,Olney,IL,3.189,38.733400,-88.080900
60857,RED ROOSTER TERMINAL,US-50/SR-250 & SR-130,Olney,IL,3.349,38.733400,-88.080900
60857,RED ROOSTER TERMINAL,US-50/SR-250 & SR-130,Olney,IL,3.399,38.733400,-88.080900
60865,Truckquest,"I-55, EXIT 286",Cicero,IL,3.599,41.837800,-87.760200
60865,Truckquest,"I-55, EXIT 286",Cicero,IL,3.649,41.837800,-87.760200
60871,WENONA BP,"I-39/US-51, EXIT 35 & SR-17",Wenona,IL,3.499,41.054800,-89.041600
60881,GAS AND STUFF,"I-64, EXIT 118",Georgetown,IN,3.799,38.302900,-85.961700
60882,SPEEDWAY #6666,US-33,Goshen,IN,3.81566666,41.602433,-85.851767
60887,STERNBERG CITGO TRUCK STOP,"I-64, EXIT 57",Jasper,IN,3.759,38.363267,-86.893967
60890,JACK FLASH,I-57 EXIT 135,Farina,IL,3.099,38.846900,-88.761400
60890,JACK FLASH,I-57 EXIT 135,Farina,IL,3.199,38.846900,-88.761400
60900,7-ELEVEN #40504,"I-80/I=90, MM 56 EB",Rolling Prairie,IN,3.999,41.722900,-86.584100
60902,SPEEDWAY #6674,"I-80/I-90, EXIT 72 & SR-31",South Bend,IN,3.69066666,41.663575,-86.263838
60913,J Mart #1,"HWY 50 E, HWY 83 N",Garden City,KS,3.529,37.976900,-100.862100
60926,CENEX,US-36 & US-83,Oberlin,KS,3.159,39.827500,-100.531400
60958,NORTH WEST TRUCK STOP,US-90 & SR-3211,Franklin,LA,3.399,29.785700,-91.502600
60979,TOBACCO PLUS #5,"I-10, EXIT 4 & US-90",Vinton,LA,2.999,30.201500,-93.572800
60988,GULF OIL LP #5020,"I-90, MM291",Blandford,MA,3.914,42.182900,-72.936100
60989,Blandford Service Plaza Westbound,"I-90, EXIT MM29",Blandford,MA,3.919,42.182900,-72.936100
60993,GULF #5165,"I-90, EXIT 12",Framingham,MA,4.06566666,42.384420,-71.447520
60997,GULF OIL #5035,I-90 MM 66.7,Ludlow,MA,3.914,42.172800,-72.471000
60998,GULF OIL #5030,"I-90, EXIT 7",Ludlow,MA,3.909,42.172800,-72.471000
61004,Applegreen,SR-15,Sturbridge,MA,3.999,42.112600,-72.084200
61006,GULF OIL LP #5155,"I-90, EXIT 11",Westborough,MA,3.909,42.267900,-71.617600
61019,MARDELA GOOSE CREEK FOOD STORE,US-50,Mardela Springs,MD,3.979,38.486400,-75.741400
61021,WESTOVER GOOSE CREEK,US-13 & SR-673,Westover,MD,3.259,38.096850,-75.814400
61028,MARATHON,"US-10, EXIT 137",Bay City,MI,3.259,43.642900,-83.921467
61028,MARATHON,"US-10, EXIT 137",Bay City,MI,3.199,43.642900,-83.921467
61030,HAGGERTY JOY MOBIL,I-275,Canton,MI,3.699,42.311500,-83.467250
61032,MARATHON,US-10/US-127,Clare,MI,3.289,43.822300,-84.763500
61032,MARATHON,US-10/US-127,Clare,MI,3.299,43.822300,-84.763500
61034,MOTOR CITY TRUCK STOP,"I-75, EXIT 43",Detroit,MI,3.499,42.334304,-83.099896
61037,HEARTLAND MOBIL,US-23,Fenton,MI,3.849,42.785100,-83.729400
61038,SPEEDWAY #8753,"I-475, EXIT 4",Burton,MI,3.399,42.995400,-83.626833
61038,SPEEDWAY #8753,"I-475, EXIT 4",Burton,MI,3.289,42.995400,-83.626833
61038,SPEEDWAY #8753,"I-475, EXIT 4",Burton,MI,3.089,42.995400,-83.626833
61038,SPEEDWAY #8753,"I-475, EXIT 4",Burton,MI,3.259,42.995400,-83.626833
61042,CITGO,"US-131, EXIT 44",Kalamazoo,MI,3.499,42.286470,-85.578710
61057,CIRCLE K #2746537,US-2 & US-41,Rapid River,MI,3.499,45.910700,-86.884500
61057,CIRCLE K #2746537,US-2 & US-41,Rapid River,MI,3.319,45.910700,-86.884500
61057,CIRCLE K #2746537,US-2 & US-41,Rapid River,MI,3.399,45.910700,-86.884500
61057,CIRCLE K #2746537,US-2 & US-41,Rapid River,MI,3.449,45.910700,-86.884500
61063,PS Food Mart,I-69 EXIT 25,Tekonsha,MI,3.589,42.086300,-84.992600
61063,PS Food Mart,I-69 EXIT 25,Tekonsha,MI,3.519,42.086300,-84.992600
61076,Holiday StationStore #2746408,"I-35, EXIT 129",Forest Lake,MN,3.399,45.268500,-92.974900
61080,CO-OP SERVICE,US-10 & CR-67,New York Mills,MN,3.499,46.555900,-95.404700
61090,Northdale Oil,US-59 & SR-1,Thief River Falls,MN,3.239,48.119100,-96.181100
61093,CIRCLE K #2746501,"I-90, EXIT 45 & SR-60",Worthington,MN,3.14233333,43.628600,-95.605900
61099,LOVES TRAVEL STOP #488,"I-55, EXIT 157 & SR-32",Bloomsdale,MO,3.38233333,38.045100,-90.280500
61102,FAST LANE #54,US-63,Columbia,MO,3.20733333,38.961030,-92.331720
61106,TEMP STOP #102,US-54 & SR-52,Eldon,MO,3.199,38.340100,-92.573600
61110,HB OF RANDOLPH,"I-435, EXIT 55B & SR-210",Kansas City,MO,3.149,39.117442,-94.567246
61111,Caseys #4540,"I-35, EXIT 40 & SR-116",Lathrop,MO,3.07566666,39.517700,-94.309300
61115,BREAK TIME #3071,US-24 & US-63,Moberly,MO,3.469,39.420200,-92.435800
61118,MIDWEST PETROLEUM #21,"I-55, EXIT 129",Perryville,MO,2.99066666,37.717400,-89.873700
61145,TEXACO,US-49 & US-98,Hattiesburg,MS,3.199,31.249550,-89.325133
61146,STUCKEYS EXPRESS #619,"I-59, EXIT 113 & SR-528",Heidelberg,MS,3.499,31.882000,-88.998100
61149,CEFCO #501,US-45,Lauderdale,MS,2.899,32.502200,-88.495600
61168,Blue Sky #717,US-72 & SR-15,Walnut,MS,3.099,34.952700,-88.905300
61171,CHEVRON CURB STORE,US-49 & SR-26,Wiggins,MS,3.499,30.860900,-89.132400
61176,TOWN PUMP FOOD STORE #8947,US-2,Chinook,MT,3.629,48.579900,-109.222500
61182,TOWN PUMP FOOD STORE #3000,US-87,Lewistown,MT,3.599,47.056300,-109.420300
61193,SPEEDWAY #8502,"I-75, EXIT 161 & CR-99",Findlay,OH,3.299,41.044550,-83.647800
61195,MINUTEMAN FOOD MART #06,SR-24,Clinton,NC,3.649,35.006500,-78.324650
61205,SPEEDWAY #6961,"I-40, EXIT 303",Garner,NC,2.92066666,35.681300,-78.597500
61210,SHEETZ #548,US-29,Greensboro,NC,2.859,36.078600,-79.803561
61254,7-ELEVEN #36075,"I-77, EXIT 65 & SR-901",Union Grove,NC,2.859,36.036900,-80.896700
61266,CENEX CONVENIENCE STORE,US-2 & SR-19,Devils Lake,ND,3.249,48.113200,-98.861600
61269,FLYING J #489,"I-29, EXIT 138",Grand Forks,ND,3.61566666,47.920933,-97.047333
61271,MARATHON,"I-94, EXIT 292",Valley City,ND,3.499,46.926800,-98.003300
61291,FLEMING OIL FOOD MART,ST 9,West Chesterfield,NH,3.899,42.895600,-72.509700
61292,ENRITE,"I-95, EXIT 14A",Jersey City,NJ,3.349,40.728808,-74.068792
61301,SUNOCO- WALT WHITMAN PLAZA #7007,"NJTP,MILE POST 30",Cherry Hill,NJ,3.899,39.906233,-74.996300
61304,A Plus MOLLY PITCHER PLAZA #7011,MILE POST 71.7 NJ TURNPIKE SO,Cranbury,NJ,3.909,40.303900,-74.506500
61305,BP,US-130,Cranbury,NJ,3.14566666,40.303900,-74.506500
61308,CARLSTADT VALERO,SR-120,Carlstadt,NJ,3.199,40.840300,-74.092500
61312,BLUE STAR,US-202 & SR-31,Flemington,NJ,3.399,40.518000,-74.845300
61326,SUNOCO JAMES F COOPER PLAZA- #7008,MILEPOST 39 NJ TURNPIKE N,Mount Laurel,NJ,3.959,39.947800,-74.903600
61328,KW RASTALL OIL,US-130,North Brunswick,NJ,3.199,40.453800,-74.482300
61333,46 GAS AND TRUCK STOP,US-46,Palisades Park,NJ,3.23566666,40.846200,-73.995400
61337,SUNOCO- JOHN FENWICK PLAZA #7006,"NJTP, MM 5",Penns Grove,NJ,3.909,39.699400,-75.449500
61339,FUEL ONE,"I-78, EXIT 3 & US-22",Phillipsburg,NJ,3.359,40.707900,-75.150700
61346,SUNOCO- ALEXANDER HAMILTON PLAZA #7016,NEW JERSEY TURNPIKE SOUTH MILEPOST 111.6,Secaucus,NJ,3.899,40.761900,-74.069450
61357,KENT KWIK #501,US-70 & US-54,Alamogordo,NM,2.98233333,32.896350,-105.954400
61364,HUNTINGTON BROADWAY CONOCO,US-64 BUS,Farmington,NM,3.799,36.761400,-108.132233
